address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018,total_turnover,annual_turnover,max_units,change_index,multi_units,LATITUDE,LONGITUDE
235 QUEEN ST E,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6544125354,-79.3692321104
235 QUEENS QUAY  W,3,8,3,2,2,3,3,5,5,3,4,1,0,18,3.0,8,0.375,1,43.63912,-79.38289
235 SENLAC RD,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7696691956,-79.4270236134
235 SPADINA AVE,0,0,0,0,1,2,3,0,0,0,1,1,1,3,0.5,3,0.16666666666666666,1,43.6513875371,-79.397058586
235 YORKLAND BLVD,0,0,1,1,1,1,0,0,1,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.7719964117,-79.3375067499
2350 BAYVIEW AVE,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0.3333333333333333,2,0.16666666666666666,0,43.7327401671,-79.3815163387
2350 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.616397697,-79.488194042
2350 YONGE ST,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7084684768,-79.39900087609999
2351 BRIMLEY RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.797722446,-79.2724213674
2351 FINCH AVE W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.751799095,-79.542728233
2352 BLOOR ST W,1,1,1,0,1,1,1,0,0,1,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.650250259799996,-79.4812401567
2352 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.708510178400005,-79.3990724279
2353 BRIMLEY RD,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.798016847,-79.27174187
2353 FINCH AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.751770961999995,-79.54285880399999
2354 QUEEN ST E,0,1,1,1,1,0,1,1,0,0,0,1,1,3,0.5,1,0.5,0,43.674087744,-79.2817977701
2354 YONGE ST,1,1,1,2,2,1,1,0,0,1,2,1,0,4,0.6666666666666666,2,0.3333333333333333,0,43.7085855587,-79.39902421890001
2355 KEELE ST,3,3,2,2,2,3,3,0,1,0,0,1,0,2,0.3333333333333333,3,0.1111111111111111,1,43.707674951899996,-79.4774781415
2355 KINGSTON RD,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7076993946,-79.2500497071
2355 WARDEN AVE,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7848113192,-79.3099295349
2356 FINCH AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.752080296,-79.54425693600001
2356 LAKE SHORE BLVD W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.616315655,-79.488241469
2358 BLOOR ST W,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6502384068,-79.4813801506
2359 EGLINTON AVE E,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7315023969,-79.2699284988
2359 QUEEN ST E,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6721365362,-79.28888817970001
2359 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7091118941,-79.3985528293
236 ADELAIDE ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6484823753,-79.3883795949
236 BLOOR ST W,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.66837610100001,-79.39699211899999
236 CARLTON ST,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.664266,-79.368821
236 DANFORTH AVE,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6771356435,-79.3554735632
236 QUEEN ST E,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.654963966400004,-79.3687538212
236 SHERBOURNE ST,3,4,3,3,3,2,2,1,1,0,0,1,0,3,0.5,4,0.125,1,43.6579789858,-79.3711956038
236 SHUTER ST,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.656582154300004,-79.36750030479999
236 WESTMORELAND AVE,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6671175412,-79.4332284733
2360 BIRCHMOUNT RD,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.78293932729999,-79.2995706265
2360 DANFORTH AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6874442322,-79.3063774979
2360 EGLINTON AVE W,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6936484679,-79.4669410855
2360 MIDLAND AVE,1,1,2,1,1,0,0,0,1,3,0,1,0,5,0.8333333333333334,2,0.4166666666666667,0,43.7796178216,-79.2759646315
2360 YONGE ST,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.708784504899995,-79.3991272362
2362 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6502091356,-79.4815188107
2362 FINCH AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.75198146899999,-79.544706409
2363 WARDEN AVE,0,0,1,1,1,1,0,0,1,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.7849855727,-79.3100210274
2363 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,2,2,0.3333333333333333,1,0.3333333333333333,0,43.7091650575,-79.3985653101
2364 LAKE SHORE BLVD W,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.616145851999995,-79.488307185
2364 YONGE ST,1,1,1,1,0,0,0,0,0,2,1,0,0,3,0.5,1,0.5,0,43.7086903549,-79.3990273692
2365 DUNDAS ST W,1,2,2,2,2,1,1,1,0,0,0,1,0,2,0.3333333333333333,2,0.16666666666666666,0,43.6569363209,-79.4532421156
2365 KINGSTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7076993946,-79.2500497071
2365 WARDEN AVE,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.7850893212,-79.3100488183
2365 YONGE ST,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7092110965,-79.3986139239
2366 BLOOR ST W,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6501978438,-79.4816851062
2366 YONGE ST,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.708740412,-79.3990394579
2367 FINCH AVE W,1,1,1,1,0,0,0,0,2,0,1,0,0,3,0.5,1,0.5,0,43.751430307,-79.543200313
2367 KINGSTON RD,0,1,1,1,1,0,1,1,0,0,0,1,1,3,0.5,1,0.5,0,43.7076993946,-79.2500497071
2368 YONGE ST,2,2,2,2,1,0,0,0,2,0,1,1,0,4,0.6666666666666666,2,0.3333333333333333,0,43.7087757059,-79.3990495366
2369 KINGSTON RD,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7076993946,-79.2500497071
237 AUGUSTA AVE,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6546987204,-79.4017961516
237 BLOOR ST E,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6712892786,-79.38082734560001
237 COLLEGE ST,1,1,1,0,0,0,0,0,2,1,0,0,0,3,0.5,1,0.5,0,43.65809959479999,-79.3979408938
237 GERRARD ST E,1,1,1,1,0,0,1,0,0,0,1,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.661792999999996,-79.369644
237 PARK LAWN RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6321672218,-79.4913936672
237 QUEEN ST E,1,0,1,0,0,0,0,1,1,1,0,0,0,3,0.5,1,0.5,0,43.654465059399996,-79.3691077656
237 SHEPPARD AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.758857068400005,-79.42239990739999
2370 BLOOR ST W,0,1,1,1,1,1,1,1,0,0,0,2,0,3,0.5,1,0.5,0,43.6501294287,-79.482034143
2370 LAKE SHORE BLVD W,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.615932,-79.48813
2370 LAWRENCE AVE E,2,2,2,2,2,1,0,0,0,0,0,1,1,2,0.3333333333333333,2,0.16666666666666666,0,43.750134709399994,-79.2742762784
2370 MIDLAND AVE,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7800899333,-79.2779907986
2371 WESTON RD,2,4,3,3,3,3,2,2,1,0,0,0,1,4,0.6666666666666666,4,0.16666666666666666,1,43.7066484631,-79.5317073301
2372 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6500879196,-79.482066398
2372 EGLINTON AVE E,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0.0,3,0.0,1,43.7320370745,-79.2710192631
2372 FINCH AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.75186281,-79.545432048
2373 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7093465974,-79.3985678453
2374 BLOOR ST W,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6501111959,-79.4821239448
2375 BRIMLEY RD,0,2,2,2,2,1,0,2,0,0,0,1,1,4,0.6666666666666666,2,0.3333333333333333,0,43.798241393999994,-79.272836804
2375 QUEEN ST E,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6723765347,-79.28776162060001
2375 STEELES AVE W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.784331340200005,-79.4795814372
2375 YONGE ST,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.70943,-79.39888
2377 FINCH AVE W,1,1,1,1,1,0,0,0,2,0,0,1,0,3,0.5,1,0.5,0,43.751340635,-79.543564733
2377 QUEEN ST E,1,1,1,1,1,1,0,0,2,0,0,0,1,3,0.5,1,0.5,0,43.6725034389,-79.2877971384
2377 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.70939006,-79.39858639100001
2378 LAKE SHORE BLVD W,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0.16666666666666666,2,0.08333333333333333,0,43.615544828999994,-79.48859438
2379 QUEEN ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.672499179700004,-79.287349929
238 ANNETTE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.662679105500004,-79.4711022612
238 AUGUSTA AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.655407000000004,-79.402374
238 DUPONT ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.675129999999996,-79.405754
238 QUEEN ST W,2,3,4,5,5,3,0,1,5,1,4,2,3,16,2.6666666666666665,5,0.5333333333333333,1,43.65028411300001,-79.3904917391
238 WELLESLEY ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6684547999,-79.37220964069999
2380 EGLINTON AVE W,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6925512258,-79.46779593689999
2382 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.61557518,-79.488789221
2383 BLOOR ST W,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.649576066899996,-79.48221321689999
2383 DUNDAS ST W,0,1,1,0,1,1,1,1,2,1,1,0,0,5,0.8333333333333334,1,0.8333333333333334,0,43.6574848282,-79.4530427054
2383 KINGSTON RD,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7076993946,-79.2500497071
2383 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.70976774,-79.3987728242
2384 BLOOR ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.650061659399995,-79.4824263094
2385 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6575203838,-79.45305682109999
2385 FINCH AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.751257603,-79.543721307
2385 KINGSTON RD,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.70851523979999,-79.2496278972
2385 LAKE SHORE BLVD W,0,1,1,1,1,1,0,1,0,2,0,0,1,4,0.6666666666666666,1,0.6666666666666666,0,43.6152355238,-79.4881607672
2386 KINGSTON RD,0,1,1,0,1,1,1,1,0,1,1,0,0,3,0.5,1,0.5,0,43.7081256076,-79.2506937116
2386 LAKE SHORE BLVD W,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6154777274,-79.4888005062
2387 EGLINTON AVE E,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.731462388999994,-79.268832188
2387 KINGSTON RD,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.708553326099995,-79.2496040868
2387 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6152355238,-79.4881607672
2387 MIDLAND AVE,1,1,1,1,1,1,0,0,2,0,0,0,1,3,0.5,1,0.5,0,43.7814069626,-79.2759703637
2387 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7098309956,-79.3987862565
2388 JANE ST,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7311373099,-79.5156733443
2389 BLOOR ST W,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6495355758,-79.4823927413
2389 FINCH AVE W,1,1,1,1,1,1,1,0,0,2,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.751275018,-79.543874946
2389 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7098517196,-79.3987892251
239 BROADVIEW AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.662647320699996,-79.3511966249
239 CARLTON ST,0,0,0,1,1,1,0,0,0,1,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6640846505,-79.3682337298
239 PARK LAWN RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6324105838,-79.4915002431
239 SCARLETT RD,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6766709125,-79.5053976241
2391 FINCH AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.751229155,-79.543874908
2391 LAKE SHORE BLVD W,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.615041410500005,-79.4882589597
2392 BLOOR ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.649994578999994,-79.4826771321
2393 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6692211436,-79.4812495483
2393 YONGE ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.709980527,-79.398799291
2394 BLOOR ST W,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6499830281,-79.4827329899
2394 KEELE ST,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7079267495,-79.4782598304
2395 EGLINTON AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.731548993000004,-79.268635074
2395 FINCH AVE W,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.751240031,-79.544013492
2395 YONGE ST,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.710029479,-79.398812338
2396 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.649929237799995,-79.482811766
2397 EGLINTON AVE E,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.731571343,-79.268537272
2397 FINCH AVE W,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.751182532,-79.544580941
2398 EGLINTON AVE E,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.73233651899999,-79.270006488
2399 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.614659806599995,-79.4884368573
24 BALDWIN ST,1,1,1,1,1,1,1,0,0,2,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.656044,-79.39328
24 BRYDON DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7145774114,-79.57202498609999
24 CARLAW AVE,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.656085428999994,-79.338339823
24 CHAUNCEY AVE,1,1,1,1,1,1,0,0,0,2,0,0,1,3,0.5,1,0.5,0,43.6379177271,-79.5236694757
24 LEBOVIC AVE,1,1,1,1,2,2,2,0,0,0,1,2,0,3,0.5,2,0.25,0,43.723012992,-79.2936700046
24 LOGAN AVE,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6548882,-79.340466998
24 MABELLE AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.646585717700006,-79.52714718819999
24 MARTIN ROSS AVE,1,1,1,1,1,1,2,0,0,0,0,2,3,5,0.8333333333333334,2,0.4166666666666667,0,43.7752392978,-79.4710453575
24 RICHMOND ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.651994153000004,-79.378150151
24 RIVALDA RD,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7363741674,-79.5351146374
24 RONSON DR,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6999377264,-79.5639914465
24 STEINWAY BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.751939215200004,-79.62196326819999
24 ULSTER ST,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.660736774899995,-79.4055823082
24 WELLESLEY ST W,2,4,3,4,4,4,5,2,1,1,2,2,1,9,1.5,5,0.3,1,43.6648468817,-79.3861095928
240 ADELAIDE ST W,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.648450610299996,-79.38855014960002
240 ALTON TOWERS CRCL,4,4,2,2,3,4,4,0,2,2,1,1,0,6,1.0,4,0.25,1,43.8262517346,-79.2773645162
240 ANNETTE ST,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.662702699200004,-79.47118555819999
240 AUGUSTA AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.655455272299996,-79.40263732439999
240 AVENUE RD,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.67694242060001,-79.3979248525
240 BELFIELD RD,0,1,1,0,1,1,0,1,0,1,1,0,1,4,0.6666666666666666,1,0.6666666666666666,0,43.70031630689999,-79.5856756812
240 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.677159855,-79.3553497778
240 DIXON RD,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.697679810299995,-79.54650987149999
240 DUNCAN MILL RD,2,0,1,1,1,1,1,2,1,0,0,0,0,3,0.5,2,0.25,0,43.762228523299996,-79.35145636979999
240 JARVIS ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.658725534700004,-79.3757913346
240 KING ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.651584003900005,-79.3675979595
240 PARLIAMENT ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6574832858,-79.3656127735
240 QUEEN ST W,1,1,1,2,2,1,1,0,2,1,0,3,0,6,1.0,2,0.5,0,43.650147123800004,-79.3906462858
240 WELLESLEY ST E,2,2,3,3,3,3,0,0,1,0,0,0,3,4,0.6666666666666666,3,0.2222222222222222,1,43.6680679061,-79.3717553706
2400 BLOOR ST W,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6499521544,-79.48287350449999
2400 EGLINTON AVE W,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.692213260500004,-79.4672274503
2400 FINCH AVE W,3,3,2,1,1,1,2,0,1,3,0,0,1,5,0.8333333333333334,3,0.2777777777777778,1,43.751471669,-79.548672978
2401 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6494139821,-79.4830629143
2401 EGLINTON AVE E,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.731593655,-79.268421695
2401 YONGE ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.710104265,-79.398836571
2402 BLOOR ST W,0,1,1,1,1,0,1,1,0,0,0,1,1,3,0.5,1,0.5,0,43.649829196000006,-79.4831635
2402 EGLINTON AVE W,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.692221746499996,-79.4673723113
2403 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6144398954,-79.4886415619
2404 DUFFERIN ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.69688307569999,-79.4512763505
2404 EGLINTON AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.73239309,-79.2697794335
2405 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.71007,-79.39879599999999
2406 BLOOR ST W,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.649846033500005,-79.4833375493
2406 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6875783849,-79.3054815681
2406 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.69223942359999,-79.46767577850001
2407 DUNDAS ST W,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6582563224,-79.4532033755
2408 BLOOR ST W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6498334304,-79.48339410140001
2408 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6877210948,-79.3051670932
2408 DUFFERIN ST,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.697042265600004,-79.4512118817
2409 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6583018299,-79.4532293614
2409 YONGE ST,2,2,2,4,4,4,3,0,2,2,2,0,1,7,1.1666666666666667,4,0.2916666666666667,1,43.710290449300004,-79.398841554
241 AUGUSTA AVE,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.654795502700004,-79.4018235719
241 CHURCH ST,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.708963026599996,-79.5060550438
241 NIAGARA ST,2,2,2,2,2,0,1,0,0,0,0,2,1,3,0.5,2,0.25,0,43.6439244385,-79.40893681899999
241 SPADINA AVE,1,1,0,1,1,2,1,0,1,1,0,1,1,4,0.6666666666666666,2,0.3333333333333333,0,43.651527978800004,-79.39707452020001
241 WALLACE AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66183,-79.44644
2410 DANFORTH AVE,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6876807458,-79.3050473583
2411 ST CLAIR AVE W,0,0,1,1,2,1,1,0,1,0,1,1,0,3,0.5,2,0.25,0,43.669126793100006,-79.4816235188
2412 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6498088159,-79.48350555520001
2412 EGLINTON AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.73244950350001,-79.2694797875
2412 LAKE SHORE BLVD W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6147141796,-79.4891088082
2413 DUNDAS ST W,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.658406181800004,-79.4532697158
2413 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.614011752399996,-79.4889233195
2414 EGLINTON AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.732495396800005,-79.2693979572
2414 QUEEN ST E,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6748317189,-79.27932035010001
